id,original_text,cleaned_text,tokens,stars,caps_emphasis_count
32,"It has been many years since I have been to Busch Gardens, so it was time for a refresher. Getting older has its perks...lol! We went with our kids, who are 11 and 8. Our family loves riding roller coasters, so if it's not for you, you may want to sit this one out.

Some of the favorite rides I went on are the Iron Gwazi, Phoenix Rising, Cheetah Hunt, Montu, Falcon's Fury, and the Skyride. The Kumba was temporarily closed :( Sometimes the wait was longer than others on some rides and it was worth the wait for the adrenaline rush it provided. We had a lot of fun and closed the park out in the rain!

There are animal exhibits and a safari the train takes customers through for sightseeing and a break off of your feet. The weather was hot and we stayed hydrated the entire day. The park provides water fountains for refillable bottles and I love it since I don't believe a lot of theme parks have it and expect people to pay a hefty price for a water bottle. Kudos to BG for rocking this perk out :D

The website offered a deal for one day admission tickets, so check there before you purchase them anywhere else. We purchased the all-day dining deal for $30 a person and was able to get an entree, side or dessert, and fountain drink every 90 minutes at select restaurants. You can easily spend at least $50 bucks for one meal alone for a family of four, so It's well worth the savings.",it has been many years since i have been to busch gardens so it was time for a refresher getting older has its perkslol we went with our kids who are 11 and 8 our family loves riding roller coasters so if it is not for you you may want to sit this one out some of the favorite rides i went on are the iron gwazi phoenix rising cheetah hunt montu falcons fury and the skyride the kumba was temporarily closed sometimes the wait was longer than others on some rides and it was worth the wait for the adrenaline rush it provided we had a lot of fun and closed the park out in the rain there are animal exhibits and a safari the train takes customers through for sightseeing and a break off of your feet the weather was hot and we stayed hydrated the entire day the park provides water fountains for refillable bottles and i love it since i do not believe a lot of theme parks have it and expect people to pay a hefty price for a water bottle kudos to bg for rocking this perk out d the website offered a deal for one day admission tickets so check there before you purchase them anywhere else we purchased the all day dining deal for 30 a person and was able to get an entree side or dessert and fountain drink every 90 minutes at select restaurants you can easily spend at least 50 bucks for one meal alone for a family of four so it is well worth the savings,year busch gardens time refresher get old perkslol go kid 11 8 family love rid roller coaster not want sit favorite ride go iron gwazi phoenix rise cheetah hunt montu falcon fury skyride kumba temporarily close wait long rid worth wait adrenaline rush provide lot fun close park rain animal exhibit safari train take customer sightsee break foot weather hot stay hydrated entire day park provide water fountain refillable bottle love not believe lot theme park expect people pay hefty price water bottle kudo bg rock perk d website offer deal day admission ticket check purchase purchase day dining deal 30 person able entree dessert fountain drink 90 minute select restaurant easily spend 50 buck meal family worth saving,4,0
33,"We thought the rides were fun. The staff were not too friendly whether it be the ride attendants or the concession stand people. The park is so large that you need a paper map to navigate to the rides and attractions. The app alone is not enough (we still got lost a few times). If you want to go on the iron gwazi you need to rent a locker or have someone hold your belongings. They do not let you ride with anything for safety concerns. I gave two stars because the roller coasters were definitely worth my money. Unfortunately, you get lost trying to find them.",we thought the rides were fun the staff were not too friendly whether it be the ride attendants or the concession stand people the park is so large that you need a paper map to navigate to the rides and attractions the app alone is not enough we still got lost a few times if you want to go on the iron gwazi you need to rent a locker or have someone hold your belongings they do not let you ride with anything for safety concerns i gave two stars because the roller coasters were definitely worth my money unfortunately you get lost trying to find them,thought rid fun staff not friendly ride attendant concession stand people park large need paper map navigate rid attraction app not get lose time want iron gwazi need rent locker hold belonging not let ride safety concern give star roller coaster definitely worth money unfortunately lose try find,2,0
34,"We took our family from Texas to Busch Gardens and everyone had a great time. One issue we had was several on the rides were shut down for some unknown reason.

Overall we will probably return in the future.",we took our family from texas to busch gardens and everyone had a great time one issue we had was several on the rides were shut down for some unknown reason overall we will probably return in the future,take family texas busch gardens great time issue rid shut unknown reason overall probably return future,4,0
35,"Loved the overall atmosphere and the rides and animals i was able to see and ride were both enjoyable. The wait times for the rides were long. The park was beautifully decorated, it was impressive and very well done. The park is sectioned off with different names and themes just walking around was enjoyable. This by far was the best park that I had the pleasure of visiting in Florida, the rain did put a damper on our day so I did not get to visit the entire park but I would definitely go back for another vacation while in Florida.",loved the overall atmosphere and the rides and animals i was able to see and ride were both enjoyable the wait times for the rides were long the park was beautifully decorated it was impressive and very well done the park is sectioned off with different names and themes just walking around was enjoyable this by far was the best park that i had the pleasure of visiting in florida the rain did put a damper on our day so i did not get to visit the entire park but i would definitely go back for another vacation while in florida,love overall atmosphere rid animal able ride enjoyable wait time rid long park beautifully decorate impressive park section different name theme walk enjoyable far good park pleasure visit florida rain damper day not visit entire park definitely vacation florida,5,0
36,"Came here due to cheap 2 park passes from Black Friday.

The lines were long.... Came a few days after Christmas and we waited maybe 20-30 minutes for tickets, 30 minutes for guest services... this is after avoiding the long line for parking and shuttle over due to handicap

With two young kids... man it is a battle before even the first ride. 60-120 min per ride... oh man... better check crowd calendars before coming!

If you're used to so cal parks like Disneyland, the park is much bigger with rides spread out so it isn't as efficient for getting on many rides or using the disability pass either since it takes around 30-40 minutes to walk nonstop from one side to another. There aren't enough rides where you can easily queue up many rides in one area.

There are very few gluten free options too.

The Christmas decorations were nice though!",came here due to cheap 2 park passes from black friday the lines were long came a few days after christmas and we waited maybe 20 30 minutes for tickets 30 minutes for guest services this is after avoiding the long line for parking and shuttle over due to handicap with two young kids man it is a battle before even the first ride 60 120 min per ride oh man better check crowd calendars before coming if you are used to so cal parks like disneyland the park is much bigger with rides spread out so it is not as efficient for getting on many rides or using the disability pass either since it takes around 30 40 minutes to walk nonstop from one side to another there are not enough rides where you can easily queue up many rides in one area there are very few gluten free options too the christmas decorations were nice though,come cheap 2 park pass black friday line long come day christmas wait maybe 20 30 minute ticket 30 minute guest service avoid long line parking shuttle handicap young kid man battle ride 60 120 min ride oh man well check crowd calendar come cal park like disneyland park big ride spread not efficient get ride disability pass take 30 40 minute walk nonstop not rid easily queue ride area gluten free option christmas decoration nice,2,0
37,"If you have a day to explore Tampa, check out Busch Gardens.

We hadn't been since we were kids and learned that they decorated for Christmas and wanted to check it out!

We were able to ride all the big coasters which was great because as the day went on the times got longer. The train is neat, dont skip it.

They have numerous shows. We saw the magic show and the ice skating show.

We did not eat or get any drinks.

You will have to purchase lockers at certain, if not all, rides. Its $4 each time or buy it for all day access at $12 which is what we did. They literally have detectors to see if you're trying to get on with something.

The lights at night were do pretty!

Heads up if you use Lyft to get there. There is not an option for guest drop off, you'll have to pick the Southeast lot option.",if you have a day to explore tampa check out busch gardens we had not been since we were kids and learned that they decorated for christmas and wanted to check it out we were able to ride all the big coasters which was great because as the day went on the times got longer the train is neat do not skip it they have numerous shows we saw the magic show and the ice skating show we did not eat or get any drinks you will have to purchase lockers at certain if not all rides its 4 each time or buy it for all day access at 12 which is what we did they literally have detectors to see if you are trying to get on with something the lights at night were do pretty heads up if you use lyft to get there there is not an option for guest drop off you will have to pick the southeast lot option,day explore tampa check busch garden not kid learn decorate christmas want check able ride big coaster great day go time get long train neat not skip numerous show see magic ice skating not eat drink purchase locker certain not rid 4 time buy day access 12 literally detector try light night pretty head use lyft not option guest drop pick southeast lot option,5,0
38,"Enjoyed a Saturday at Busch Gardens as well as the Atlanta Food and Wine festival. It's been at least 10 years since I've been here and the park has changed while also staying true to the African and family friendly things. Roller coasters are great, food options seem not particular diverse but a few bars for adults and a few themes depending on parts of the park. Kiddie rides, shows, and animal areas leave something for everything.

Food and wine festival was fun as well! You get to sample foods from over 15 countries and vendors as well as drinks and desserts. Loved France, Italy, and New Zealand. Live music was a nice touch as well from cover bands to the main acts.

I can't get over the cost and logistics for these parks! For a large family you're easily spending $1k to have a manageable day. Paying for parking, passes, lockers, food and more adds up quickly! The trick we found is to buy an annual pass which gives you a few free guest passes each year. You can also get a discount on parking or you can pay for premium parking. We then payed for the quick queue. Do not recommend going without it! Ride waits on Saturdays were easily 30-60 mins, with the pass we went straight to front. We also purchased the food and wine 18 punch ticket and spent about $650 all in. Whew!

Also check the weather! Usual Florida storms can cause multiple delays. Many passes for lockers, quick queue etc are for one day only. We went to guest relations, and they helped us to get another for next time.",enjoyed a saturday at busch gardens as well as the atlanta food and wine festival it is been at least 10 years since i have been here and the park has changed while also staying true to the african and family friendly things roller coasters are great food options seem not particular diverse but a few bars for adults and a few themes depending on parts of the park kiddie rides shows and animal areas leave something for everything food and wine festival was fun as well you get to sample foods from over 15 countries and vendors as well as drinks and desserts loved france italy and new zealand live music was a nice touch as well from cover bands to the main acts i cannot get over the cost and logistics for these parks for a large family you are easily spending 1k to have a manageable day paying for parking passes lockers food and more adds up quickly the trick we found is to buy an annual pass which gives you a few free guest passes each year you can also get a discount on parking or you can pay for premium parking we then payed for the quick queue do not recommend going without it ride waits on saturdays were easily 30 60 mins with the pass we went straight to front we also purchased the food and wine 18 punch ticket and spent about 650 all in whew also check the weather usual florida storms can cause multiple delays many passes for lockers quick queue etc are for one day only we went to guest relations and they helped us to get another for next time,enjoy saturday busch gardens atlanta food wine festival 10 year park change stay true african family friendly thing roller coaster great food option not particular diverse bar adult theme depend part park kiddie ride show animal area leave food wine festival fun sample food 15 country vendor drink dessert love france italy new zealand live music nice touch cover band main act not cost logistic park large family easily spend 1k manageable day pay parking pass locker food add quickly trick find buy annual pass give free guest pass year discount parking pay premium parking pay quick queue not recommend go ride wait saturday easily 30 60 min pass go straight purchase food wine 18 punch ticket spend 650 whew check weather usual florida storm cause multiple delay pass locker quick queue etc day go guest relation help time,4,0
39,"Fun rides, great animal exhibits, and a lively atmosphere made for a memorable day!!!!",fun rides great animal exhibits and a lively atmosphere made for a memorable day,fun rid great animal exhibit lively atmosphere memorable day,4,0
40,"Visited Busch Gardens last week twice - once over the weekend and once during the week. Both visits were very disappointing. First off we visited for the food and wine festival and this was just terrible. Food and drink quality was 0 stars. Everything was premade and employees were just slapping it on the plates. Also all of the drinks were premade and very sweet.

On my weekday visit I went for a work event and this was even worse. We were provided meal tickets to dine at 1 of 5 restaurants and after waiting for almost an hour at the barbecue place they were basically out of everything. Ended up going to another place and everything was terrible it was just sitting out cold and NOT tasty. Food options are very limited in this park and all of the food places barely had employees or lines open.

I will not be going back to this theme park as it's never a good experience. The park is all outside barely any indoor rides to cool down. They also now charge for the Skye ride which is nuts.",visited busch gardens last week twice once over the weekend and once during the week both visits were very disappointing first off we visited for the food and wine festival and this was just terrible food and drink quality was 0 stars everything was premade and employees were just slapping it on the plates also all of the drinks were premade and very sweet on my weekday visit i went for a work event and this was even worse we were provided meal tickets to dine at 1 of 5 restaurants and after waiting for almost an hour at the barbecue place they were basically out of everything ended up going to another place and everything was terrible it was just sitting out cold and not tasty food options are very limited in this park and all of the food places barely had employees or lines open i will not be going back to this theme park as it is never a good experience the park is all outside barely any indoor rides to cool down they also now charge for the skye ride which is nuts,visit busch gardens week twice weekend week visit disappointing visit food wine festival terrible food drink quality 0 star premade employee slap plate drink premade sweet weekday visit go work event bad provide meal ticket dine 1 5 restaurant wait hour barbecue place basically end go place terrible sit cold not tasty food option limit park food place barely employee line open not go theme park never good experience park outside barely indoor rid cool charge skye ride nut,1,0
41,Horrible staff. For the overall cost of the park you'd think the staff would be more professional and friendly,horrible staff for the overall cost of the park you would think the staff would be more professional and friendly,horrible staff overall cost park think staff professional friendly,1,0
42,"If you haven't been, don't waste your time or money......half the rides were closed, they were out of most of the food....and my Caesar salad that they do have, u have to eat with ranch because they don't have Caesar dressing. Your local town fair will be better than Busch Gardens. Waste of $1000
BTW....this is a $30 meal, smfh. Rides are also not made for people a little heavier than most.....and of course I spent money on a fast pass I couldn't use on 1 freaking ride",if you have not been do not waste your time or moneyhalf the rides were closed they were out of most of the foodand my caesar salad that they do have you have to eat with ranch because they do not have caesar dressing your local town fair will be better than busch gardens waste of 1000 by the waythis is a 30 meal smfh rides are also not made for people a little heavier than mostand of course i spent money on a fast pass i could not use on 1 freaking ride,not not waste time moneyhalf rides closed foodand caesar salad eat ranch not caesar dress local town fair well busch gardens waste 1000 waythis 30 meal smfh rid not people little heavier mostand course spend money fast pass not use 1 freaking ride,1,0
43,"A few weeks ago, I went to Busch Gardens on a Sunday for the Food and Wine Festival. It was a good day to go. So, I found out that when you purchase the lanyard that you don't have to use it all at once. You can use for a later day.

All the food samples were pretty good and of course, I had to see some of wildlife at the park. There is different countries being represented. Check out the weekend schedule for the musical acts. I missed the Commodores but maybe another time.

Also, I ran into to Scotty the radio personality. Go check out the Food and Wine Festival before it ends in May.",a few weeks ago i went to busch gardens on a sunday for the food and wine festival it was a good day to go so i found out that when you purchase the lanyard that you do not have to use it all at once you can use for a later day all the food samples were pretty good and of course i had to see some of wildlife at the park there is different countries being represented check out the weekend schedule for the musical acts i missed the commodores but maybe another time also i ran into to scotty the radio personality go check out the food and wine festival before it ends in may,week ago go busch gardens sunday food wine festival good day find purchase lanyard not use use late day food sample pretty good course wildlife park different country represent check weekend schedule musical act miss commodore maybe time run scotty radio personality check food wine festival end,5,0
44,I'm not a regular at Busch Gardens because I find the prices and the crowds to be too much generally. However I had the opportunity to go for a special event hosted by Tampa General Hospital for its employees and their families and it creates an entirety different experience. We had early access to the park before the public which made parking a breeze and let us walk around at a leisurely pace. We could see the animals without everyone exhibit being overcrowded. There was food included that was pretty good. There was even a relaxation space with drinks and phone chargers!,i am not a regular at busch gardens because i find the prices and the crowds to be too much generally however i had the opportunity to go for a special event hosted by tampa general hospital for its employees and their families and it creates an entirety different experience we had early access to the park before the public which made parking a breeze and let us walk around at a leisurely pace we could see the animals without everyone exhibit being overcrowded there was food included that was pretty good there was even a relaxation space with drinks and phone chargers,not regular busch garden find price crowd generally opportunity special event host tampa general hospital employee family create entirety different experience early access park public parking breeze let walk leisurely pace animal exhibit overcrowded food include pretty good relaxation space drink phone charger,4,0
45,"I went here for the Halloween event at night. I was surprised that the parking was more expensive than Universal.
Once inside the environment was fine. Unfortunately, most of the rides were not working for a weird reason.
Besides that, things were good. It was fun overall.",i went here for the halloween event at night i was surprised that the parking was more expensive than universal once inside the environment was fine unfortunately most of the rides were not working for a weird reason besides that things were good it was fun overall,go halloween event night surprise parking expensive universal inside environment fine unfortunately rid not work weird reason thing good fun overall,3,0
46,"The whole day was great -- rode all of the best rollercoasters, saw all of the different animals -- just DO NOT eat any of the food. It was literally the most bland food I've ever attempted to consume. Not edible. Gave it a second try at TOT TOPIA only to discover with the first tot bite that they were dusted with cinnamon sugar...gross! Pitched the $17 tots in the trash!",the whole day was great rode all of the best rollercoasters saw all of the different animals just do not eat any of the food it was literally the most bland food i have ever attempted to consume not edible gave it a second try at tot topia only to discover with the first tot bite that they were dusted with cinnamon sugargross pitched the 17 tots in the trash,day great ride good rollercoaster see different animal not eat food literally bland food attempt consume not edible give second try tot topia discover tot bite dust cinnamon sugargross pitch 17 tot trash,4,1
47,"$40 for parking is taking advantage. Additionally, the wait times would say 20 minutes and it would actually take 45 minutes to an hour for every ride (the worst one was Cobra's Curse, which said it was 35 minute wait when we got in line and it actually took almost an hour and 45 minutes, which was totally not worth it. Several of the rides they only had one side running if they had two sides, such as the log flume ride. Additionally, the sky ride and two of the main roller coasters were shut down. The sky ride was supposedly shut down for high winds, according to the sign and it was the slowest day I've ever been at this park. There were also parts of the park that looked abandoned and derelict. The Serengeti Flier was actually a very cool ride (as are several
of the rides). That said, overall, this Busch Gardens has made me think I would be perfectly fine if I never came back again.",40 for parking is taking advantage additionally the wait times would say 20 minutes and it would actually take 45 minutes to an hour for every ride the worst one was cobras curse which said it was 35 minute wait when we got in line and it actually took almost an hour and 45 minutes which was totally not worth it several of the rides they only had one side running if they had two sides such as the log flume ride additionally the sky ride and two of the main roller coasters were shut down the sky ride was supposedly shut down for high winds according to the sign and it was the slowest day i have ever been at this park there were also parts of the park that looked abandoned and derelict the serengeti flier was actually a very cool ride as are several of the rides that said overall this busch gardens has made me think i would be perfectly fine if i never came back again,40 parking taking advantage additionally wait time 20 minute actually 45 minute hour ride bad cobra curse say 35 minute wait get line actually take hour 45 minute totally not worth rid run side log flume ride additionally sky ride main roller coaster shut sky ride supposedly shut high wind accord sign slow day park part park look abandon derelict serengeti flier actually cool ride ride say overall busch garden think perfectly fine never come,3,0
48,"I couldn't wait to visit Busch Gardens again after 10 years since my last visit! We had preferred parking and were able to park near the entrance without having to take the trams. The lines took a while to scan tickets to enter. A lot about the park was the same when it came to the animal enclosures, but a lot of the rides were new. We started with Cheetah Hunt and waited in line about 20 minutes longer than the time outside the ride said it would be. Montu is the best rollercoaster ever.

Mardi Gras was going on and said there would be a parade. The parade wasn't a parade. It was just a few minutes' dance number in the middle of the Mardi Gras courtyard area. They did throw beads. But do not compare it to Universal.

The animal enclosures were nice, and I love the train ride!",i could not wait to visit busch gardens again after 10 years since my last visit we had preferred parking and were able to park near the entrance without having to take the trams the lines took a while to scan tickets to enter a lot about the park was the same when it came to the animal enclosures but a lot of the rides were new we started with cheetah hunt and waited in line about 20 minutes longer than the time outside the ride said it would be montu is the best rollercoaster ever mardi gras was going on and said there would be a parade the parade was not a parade it was just a few minutes dance number in the middle of the mardi gras courtyard area they did throw beads but do not compare it to universal the animal enclosures were nice and i love the train ride,not wait visit busch garden 10 year visit prefer parking able park near entrance have tram line take scan ticket enter lot park come animal enclosure lot rid new start cheetah hunt wait line 20 minute long time outside ride say montu good rollercoaster mardi gras going say parade parade not parade minute dance number middle mardi gras courtyard area throw bead not compare universal animal enclosure nice love train ride,3,0
49,"A list of pro/con

Tickets:
Positive: You can get Seaworld and Busch gardens both for same price as one alone. Or a fun pass for same as one day
Negative: Only worth it if you pay for quick queue so you don't spend the day in line
Negative: That quick queue is more than price of admission

Food
Positive: they have options even a Chick-fil-A. Positive: They offer meal ticket options.
Negative: it will cost a family of 4 $80+ to eat at Chick-fil-A and you will have to wait on long lines for the meal option restaurants if you go that route. Food quality and taste at other options hit or miss

Rides:
Positive: fun, fun, fun
Negative: only fun when running and open
Negative: that quick queue line can get lengthy at times when they don't have people to work or not running it as it should.
Negative: you will have to pay $4 for Iron Qwazi locker for the ride only to be closed. (I'm still salty here after all the other money I spent- if I can't have keys or phone on me supply the locker for free and I shouldn't have to pay. That's just wrong! )

Snacks and drinks:
Positives: you can go to most food/drink places and ask for cup of ice water and it's free
Negative: anything else is overpriced ($8 soda, $14 pretzel, etc)

Overall:
Pro:Kids are happy
Con: I'm broke and bitter over bad planning and management.

Choose wisely and best of luck! Make memories whether you end up here or not",a list of procon tickets positive you can get seaworld and busch gardens both for same price as one alone or a fun pass for same as one day negative only worth it if you pay for quick queue so you do not spend the day in line negative that quick queue is more than price of admission food positive they have options even a chick fil a positive they offer meal ticket options negative it will cost a family of 4 80 to eat at chick fil a and you will have to wait on long lines for the meal option restaurants if you go that route food quality and taste at other options hit or miss rides positive fun fun fun negative only fun when running and open negative that quick queue line can get lengthy at times when they do not have people to work or not running it as it should negative you will have to pay 4 for iron qwazi locker for the ride only to be closed i am still salty here after all the other money i spent if i cannot have keys or phone on me supply the locker for free and i should not have to pay that is just wrong snacks and drinks positives you can go to most fooddrink places and ask for cup of ice water and it is free negative anything else is overpriced 8 soda 14 pretzel etc overall prokids are happy con i am broke and bitter over bad planning and management choose wisely and best of luck make memories whether you end up here or not,list procon ticket positive seaworld busch garden price fun pass day negative worth pay quick queue not spend day line negative quick queue price admission food positive option chick fil positive offer meal ticket option negative cost family 4 80 eat chick fil wait long line meal option restaurant route food quality taste option hit miss rid positive fun fun fun negative fun run open negative quick queue line lengthy time not people work not run negative pay 4 iron qwazi locker ride close salty money spend not key phone supply locker free not pay wrong snack drink positive fooddrink place ask cup ice water free negative overprice 8 soda 14 pretzel etc overall prokid happy con break bitter bad planning management choose wisely good luck memory end not,3,0
50,"I visited Busch Gardens on a beautiful day in February.

More like 3.5 stars.

Unfortunately, on this beautiful day Busch Gardens was doing maintenance on many rides and the sky tram and several of the train stations. This made for long lines on the rides that were open. We ended up riding two rides, riding the train looking at animals.

There are lots of really cool animals to see so it's not all about rides.

Next time I will consider a fast pass and an Animal Encounter tour. I really don't want to wait on hour plus lines for a 45 second ride. Luckily I live in Tampa and did not come from out to a partially open theme park.",i visited busch gardens on a beautiful day in february more like 35 stars unfortunately on this beautiful day busch gardens was doing maintenance on many rides and the sky tram and several of the train stations this made for long lines on the rides that were open we ended up riding two rides riding the train looking at animals there are lots of really cool animals to see so it is not all about rides next time i will consider a fast pass and an animal encounter tour i really do not want to wait on hour plus lines for a 45 second ride luckily i live in tampa and did not come from out to a partially open theme park,visit busch gardens beautiful day february like 35 star unfortunately beautiful day busch gardens maintenance rid sky tram train station long line rid open end riding ride rid train look animal lot cool animal not rid time consider fast pass animal encounter tour not want wait hour plus line 45 second ride luckily live tampa not come partially open theme park,4,0
51,"Busch Gardens----we arrived at the park for a special event from 8-10. 3 of the most popular rides were closed or not working. Same thing happened the last time I was here. There are broken curbs. There appears to be a new wave of staff that is unsure how to work the registers for payment making the lines extra long for no good reason.

For the cost of the park you would expect the rides to work and be open.

This is not my favorite park.",busch gardenswe arrived at the park for a special event from 8 10 3 of the most popular rides were closed or not working same thing happened the last time i was here there are broken curbs there appears to be a new wave of staff that is unsure how to work the registers for payment making the lines extra long for no good reason for the cost of the park you would expect the rides to work and be open this is not my favorite park,busch gardenswe arrive park special event 8 10 3 popular ride close not work thing happen time break curb appear new wave staff unsure work register payment make line extra long no good reason cost park expect ride work open not favorite park,2,0
52,"The rides all had waits between 10-40 minutes. We were pretty much able to ride all the coasters in a few hours. They're currently having the Food and wine festival which runs through May 10th on F, S,S only. We tried a few things which were all very good.",the rides all had waits between 10 40 minutes we were pretty much able to ride all the coasters in a few hours they are currently having the food and wine festival which runs through may 10th on f ss only we tried a few things which were all very good,rid wait 10 40 minute pretty able ride coaster hour currently have food wine festival run 10th f ss try thing good,4,0
53,"Avoid the ""Dine all Day"" package. You can only use it a four places, they aren't well staffed, the menu is limited, and they run out of food.

You'll have to buy an all day locker pass at $12 if you don't have a person to hold your stuff while you ride. No other options.

The rides are fun. Gwazi is the best coaster I've ever ridden, but the scamminess of this place still prevents a second star.",avoid the dine all day package you can only use it a four places they are not well staffed the menu is limited and they run out of food you will have to buy an all day locker pass at 12 if you do not have a person to hold your stuff while you ride no other options the rides are fun gwazi is the best coaster i have ever ridden but the scamminess of this place still prevents a second star,avoid dine day package use place not staff menu limited run food buy day locker pass 12 not person hold stuff ride no option rid fun gwazi good coaster ride scamminess place prevent second star,1,0
54,always have a blast here!! all the years with all the upgrades and i will continue to have so much fun here with everyone,always have a blast here all the years with all the upgrades and i will continue to have so much fun here with everyone,blast year upgrade continue fun,5,0
